Manual Order,Game Name,Group,Category,Source Page(s),Start Page,End Page,Suggested Slug,Referee Introduction,Description,Alternate Names,Special Note,Variations,Variation Count,Called Variations,Duplicate Title Flag,Review Status,Squarespace HTML,Raw Entry Text,Source File,QA Reviewer,Last Reviewed,Publish Status,Published URL,Last Published,Editorial Notes
104,GENRE PIECE,Team Games,Catch-All Games,126,126,126,genre-piece,“The players will perform a scene in the style of (genre)”,"The referee gets a suggestion, and the players begin performing a scene in whatever style they have chosen. This game is not called Genre Piece. It is called whatever genre the team had selected to do the scene in (Shakespeare, Afterschool Special, Noir, Teen Drama, etc.).","Many, again it is dependent upon the genre the team is performing in.",,"●
May be played head-to-head.",1,,,Auto-extracted - needs human spot check,"<h1>GENRE PIECE</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will perform a scene in the style of (genre)”</p></blockquote>

<h2>Description</h2>
<p>The referee gets a suggestion, and the players begin performing a scene in whatever style they have chosen. This game is not called Genre Piece. It is called whatever genre the team had selected to do the scene in (Shakespeare, Afterschool Special, Noir, Teen Drama, etc.).</p>

<h2>Alternate Names</h2>
<p>Many, again it is dependent upon the genre the team is performing in.</p>

<h2>Variations</h2>
<ul>
<li>May be played head-to-head.</li>
</ul>","GENRE PIECE
“The players will perform a scene in the style of (genre)”
The referee gets a suggestion, and the players begin performing a scene
in whatever style they have chosen. This game is not called Genre Piece.
It is called whatever genre the team had selected to do the scene in
(Shakespeare, Afterschool Special, Noir, Teen Drama, etc.).
Alternate Names: Many, again it is dependent upon the genre the team
is performing in.
Variations on this Game
●
May be played head-to-head.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
105,IF BLANKS RULED THE WORLD,Team Games,Catch-All Games,127,127,127,if-blanks-ruled-the-world,“The players will show us some alternate worlds where different people are in charge of different things.”,"The referee will get a list of three people or groups, and a list of three occasions, jobs, or locations. The players will then perform three scenes, showing what it would be like if that group or person ran the location, job, or occasion.",It Could Happen,,"●
May be played head-to-head, with four suggestions of each, and each team performing two scenes.
●
May be played with only celebrities and occupations. (Called “Career Fair”)",2,Career Fair,,Auto-extracted - needs human spot check,"<h1>IF BLANKS RULED THE WORLD</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will show us some alternate worlds where different people are in charge of different things.”</p></blockquote>

<h2>Description</h2>
<p>The referee will get a list of three people or groups, and a list of three occasions, jobs, or locations. The players will then perform three scenes, showing what it would be like if that group or person ran the location, job, or occasion.</p>

<h2>Alternate Names</h2>
<p>It Could Happen</p>

<h2>Variations</h2>
<ul>
<li>May be played head-to-head, with four suggestions of each, and each team performing two scenes.</li>
<li>May be played with only celebrities and occupations. (Called “Career Fair”)</li>
</ul>","IF BLANKS RULED THE WORLD
“The players will show us some alternate worlds where different people are in
charge of different things.”
The referee will get a list of three people or groups, and a list of three
occasions, jobs, or locations. The players will then perform three scenes,
showing what it would be like if that group or person ran the location,
job, or occasion.
Alternate Names: It Could Happen
Variations on this Game
●
May be played head-to-head, with four suggestions of each, and
each team performing two scenes.
●
May be played with only celebrities and occupations. (Called
“Career Fair”)",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
106,MARSHMALLOW (18+),Team Games,Catch-All Games,128,128,128,marshmallow-18,"“The players will perform a dramatic scene, and if whenever they make you laugh they will have to put a marshmallow in their mouth for the remainder of the scene.”","The referee gets a suggestion for the game, and the players begin a neutral scene. If at any point the audience truly laughs, the ref will call on that player to put a marshmallow in their mouth. The players cannot chew or swallow it until the game is over.",Chubby Bunny,,"●
May be played with any food, such as bananas, hot mustard, Peeps, etc. (Called “_____” dependent upon the food used.)
●
May be layered on to any game. (Called “Marshmallow _____” dependent upon the game it is layered upon.)",2,,,Auto-extracted - needs human spot check,"<h1>MARSHMALLOW (18+)</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will perform a dramatic scene, and if whenever they make you laugh they will have to put a marshmallow in their mouth for the remainder of the scene.”</p></blockquote>

<h2>Description</h2>
<p>The referee gets a suggestion for the game, and the players begin a neutral scene. If at any point the audience truly laughs, the ref will call on that player to put a marshmallow in their mouth. The players cannot chew or swallow it until the game is over.</p>

<h2>Alternate Names</h2>
<p>Chubby Bunny</p>

<h2>Variations</h2>
<ul>
<li>May be played with any food, such as bananas, hot mustard, Peeps, etc. (Called “_____” dependent upon the food used.)</li>
<li>May be layered on to any game. (Called “Marshmallow _____” dependent upon the game it is layered upon.)</li>
</ul>","MARSHMALLOW (18+)
“The players will perform a dramatic scene, and if whenever they make you
laugh they will have to put a marshmallow in their mouth for the remainder of
the scene.”
The referee gets a suggestion for the game, and the players begin a
neutral scene. If at any point the audience truly laughs, the ref will call on
that player to put a marshmallow in their mouth. The players cannot
chew or swallow it until the game is over.
Alternate Names: Chubby Bunny
Variations on this Game
●
May be played with any food, such as bananas, hot mustard,
Peeps, etc. (Called “_____” dependent upon the food used.)
●
May be layered on to any game. (Called “Marshmallow _____”
dependent upon the game it is layered upon.)",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
107,MOUSETRAP (18+),Team Games,Catch-All Games,129,129,129,mousetrap-18,"“The players will perform a scene; however, they are barefoot, blindfolded, and there are mousetraps on the field.”","The referee will get a suggestion for the game, and the players begin a neutral scene. The players are also all barefoot, blindfolded, and the field is covered in readied mousetraps.",,,,0,,,Auto-extracted - needs human spot check,"<h1>MOUSETRAP (18+)</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will perform a scene; however, they are barefoot, blindfolded, and there are mousetraps on the field.”</p></blockquote>

<h2>Description</h2>
<p>The referee will get a suggestion for the game, and the players begin a neutral scene. The players are also all barefoot, blindfolded, and the field is covered in readied mousetraps.</p>","MOUSETRAP (18+)
“The players will perform a scene; however, they are barefoot, blindfolded, and
there are mousetraps on the field.”
The referee will get a suggestion for the game, and the players begin a
neutral scene. The players are also all barefoot, blindfolded, and the field
is covered in readied mousetraps.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
108,MUNDANE ZOMBIE ATTACK,Team Games,Catch-All Games,130,130,130,mundane-zombie-attack,"“The players will play a scene, but throughout it they will dispatch zombies that invade their scene.”","The referee will get a suggestion for the game, and the players begin a neutral scene. Throughout the scene, the players from the other team will invade the scene as zombies. The team playing will use items found in their scene’s location to inadvertently dispose of the zombies, ignoring their presence.",,,"●
May be played with the acknowledging the zombies, but treating them only as a nuisance.",1,,,Auto-extracted - needs human spot check,"<h1>MUNDANE ZOMBIE ATTACK</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will play a scene, but throughout it they will dispatch zombies that invade their scene.”</p></blockquote>

<h2>Description</h2>
<p>The referee will get a suggestion for the game, and the players begin a neutral scene. Throughout the scene, the players from the other team will invade the scene as zombies. The team playing will use items found in their scene’s location to inadvertently dispose of the zombies, ignoring their presence.</p>

<h2>Variations</h2>
<ul>
<li>May be played with the acknowledging the zombies, but treating them only as a nuisance.</li>
</ul>","MUNDANE ZOMBIE ATTACK
“The players will play a scene, but throughout it they will dispatch zombies
that invade their scene.”
The referee will get a suggestion for the game, and the players begin a
neutral scene. Throughout the scene, the players from the other team
will invade the scene as zombies. The team playing will use items found
in their scene’s location to inadvertently dispose of the zombies, ignoring
their presence.
Variations on this Game
●
May be played with the acknowledging the zombies, but treating
them only as a nuisance.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
109,MY MOVIE,Team Games,Catch-All Games,131,131,131,my-movie,"“The players will pitch some new movie titles, and if I like the title, they will tell us more about it. If I like what I hear, we will see a scene from it.”","The referee gets a suggestion for the game, and the players line up shoulder to shoulder on the field. In unison, the players will say “My Movie! My Movie! My Movie!” Whenever the referee points at a player they will pitch a title themed around the suggestion, and if the referee wants to hear more they will let the player know. The player then gives the genre of the film, followed by a one sentence premise, and if the referee likes it they will get the audience to all say, “Let’s see it!” The players then perform a quick scene from the film. This process repeats when the referee gets a new suggestion.",,,"●
May be played with the referee getting a letter in lieu of a suggestion, and all titles start with that letter.
●
May be played with television series instead of films. (Called “New Fall Line Up”)
●
May be played with songs instead of films. (Called “My Songy” or “Top Charts”)
●
May be played with the referee getting a suggestion of a topic, which when pointed at the players will say a fact about. If the referee likes a fact the players perform a scene about that fact. (Called “Factfinder”)
●
May be played head-to-head.",5,New Fall Line Up; Factfinder,,Auto-extracted - needs human spot check,"<h1>MY MOVIE</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will pitch some new movie titles, and if I like the title, they will tell us more about it. If I like what I hear, we will see a scene from it.”</p></blockquote>

<h2>Description</h2>
<p>The referee gets a suggestion for the game, and the players line up shoulder to shoulder on the field. In unison, the players will say “My Movie! My Movie! My Movie!” Whenever the referee points at a player they will pitch a title themed around the suggestion, and if the referee wants to hear more they will let the player know. The player then gives the genre of the film, followed by a one sentence premise, and if the referee likes it they will get the audience to all say, “Let’s see it!” The players then perform a quick scene from the film. This process repeats when the referee gets a new suggestion.</p>

<h2>Variations</h2>
<ul>
<li>May be played with the referee getting a letter in lieu of a suggestion, and all titles start with that letter.</li>
<li>May be played with television series instead of films. (Called “New Fall Line Up”)</li>
<li>May be played with songs instead of films. (Called “My Songy” or “Top Charts”)</li>
<li>May be played with the referee getting a suggestion of a topic, which when pointed at the players will say a fact about. If the referee likes a fact the players perform a scene about that fact. (Called “Factfinder”)</li>
<li>May be played head-to-head.</li>
</ul>","MY MOVIE
“The players will pitch some new movie titles, and if I like the title, they will tell
us more about it. If I like what I hear, we will see a scene from it.”
The referee gets a suggestion for the game, and the players line up
shoulder to shoulder on the field. In unison, the players will say “My
Movie! My Movie! My Movie!” Whenever the referee points at a player
they will pitch a title themed around the suggestion, and if the referee
wants to hear more they will let the player know. The player then gives
the genre of the film, followed by a one sentence premise, and if the
referee likes it they will get the audience to all say, “Let’s see it!” The
players then perform a quick scene from the film. This process repeats
when the referee gets a new suggestion.
Variations on this Game
●
May be played with the referee getting a letter in lieu of a
suggestion, and all titles start with that letter.
●
May be played with television series instead of films. (Called
“New Fall Line Up”)
●
May be played with songs instead of films. (Called “My Songy” or
“Top Charts”)
●
May be played with the referee getting a suggestion of a topic,
which when pointed at the players will say a fact about. If the
referee likes a fact the players perform a scene about that fact.
(Called “Factfinder”)
●
May be played head-to-head.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
110,REMAKE,Team Games,Catch-All Games,132,132,132,remake,"“With every movie getting remade these days, we will remake another one for you tonight.”","The referee gets the suggestion of a film, asking for more information if the film is obscure and a genre, and the players will begin to do a scene remaking the film, but in the new genre.",Reboot,,"●
May be played with other mediums such as literature, television, theater, etc.
●
May be played where instead of doing a remake of the source material, the players do the sequel. (Called “Electric Boogaloo”)",2,Electric Boogaloo,,Auto-extracted - needs human spot check,"<h1>REMAKE</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“With every movie getting remade these days, we will remake another one for you tonight.”</p></blockquote>

<h2>Description</h2>
<p>The referee gets the suggestion of a film, asking for more information if the film is obscure and a genre, and the players will begin to do a scene remaking the film, but in the new genre.</p>

<h2>Alternate Names</h2>
<p>Reboot</p>

<h2>Variations</h2>
<ul>
<li>May be played with other mediums such as literature, television, theater, etc.</li>
<li>May be played where instead of doing a remake of the source material, the players do the sequel. (Called “Electric Boogaloo”)</li>
</ul>","REMAKE
“With every movie getting remade these days, we will remake another one for
you tonight.”
The referee gets the suggestion of a film, asking for more information if
the film is obscure and a genre, and the players will begin to do a scene
remaking the film, but in the new genre.
Alternate Names: Reboot
Variations on this Game
●
May be played with other mediums such as literature, television,
theater, etc.
●
May be played where instead of doing a remake of the source
material, the players do the sequel. (Called “Electric Boogaloo”)",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
111,SEARS FAMILY PORTRAIT,Team Games,Catch-All Games,133,133,133,sears-family-portrait,"“The players will be posing for a family photo, but not all families are as happy as the photos might make it seem.”","The referee will get a suggestion of an event, while the players assemble in a pose for a family portrait. The players cannot move, but discuss the event, raising the emotional stakes while attempting to stay in a pose for the camera.",,,"●
May be played with the name of a club from high school instead of a family picture. (Called “Yearbook”)
●
May be played head-to-head.",2,Yearbook,,Auto-extracted - needs human spot check,"<h1>SEARS FAMILY PORTRAIT</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will be posing for a family photo, but not all families are as happy as the photos might make it seem.”</p></blockquote>

<h2>Description</h2>
<p>The referee will get a suggestion of an event, while the players assemble in a pose for a family portrait. The players cannot move, but discuss the event, raising the emotional stakes while attempting to stay in a pose for the camera.</p>

<h2>Variations</h2>
<ul>
<li>May be played with the name of a club from high school instead of a family picture. (Called “Yearbook”)</li>
<li>May be played head-to-head.</li>
</ul>","SEARS FAMILY PORTRAIT
“The players will be posing for a family photo, but not all families are as happy
as the photos might make it seem.”
The referee will get a suggestion of an event, while the players assemble
in a pose for a family portrait. The players cannot move, but discuss the
event, raising the emotional stakes while attempting to stay in a pose for
the camera.
Variations on this Game
●
May be played with the name of a club from high school instead
of a family picture. (Called “Yearbook”)
●
May be played head-to-head.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
112,SPELLING BEE,Team Games,Catch-All Games,134,134,134,spelling-bee,"“The players just came in second place at the national spelling bee, and will now show off spelling words for you, one letter at a time.”","The players line up on the field shoulder to shoulder, and the referee will get the suggestion of a simple word. The players will say the word in unison, spell one letter at a time as fast as they can, then repeat the word. After the word is spelled, the referee will have them use it in a sentence, the players will again repeat the word, speak the sentence one word at a time, and once more, repeat the word. This continues and repeats with the referee getting increasingly difficult words. Rather than having the players use the word in a sentence each time, the referee may ask them to define it, give country of origin, synonyms of the word, or anything else they choose. If a word is spelled incorrectly, the players will not acknowledge it and keep going.",,,"●
May be played with a volunteer player.",1,,,Auto-extracted - needs human spot check,"<h1>SPELLING BEE</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players just came in second place at the national spelling bee, and will now show off spelling words for you, one letter at a time.”</p></blockquote>

<h2>Description</h2>
<p>The players line up on the field shoulder to shoulder, and the referee will get the suggestion of a simple word. The players will say the word in unison, spell one letter at a time as fast as they can, then repeat the word. After the word is spelled, the referee will have them use it in a sentence, the players will again repeat the word, speak the sentence one word at a time, and once more, repeat the word. This continues and repeats with the referee getting increasingly difficult words. Rather than having the players use the word in a sentence each time, the referee may ask them to define it, give country of origin, synonyms of the word, or anything else they choose. If a word is spelled incorrectly, the players will not acknowledge it and keep going.</p>

<h2>Variations</h2>
<ul>
<li>May be played with a volunteer player.</li>
</ul>","SPELLING BEE
“The players just came in second place at the national spelling bee, and will
now show off spelling words for you, one letter at a time.”
The players line up on the field shoulder to shoulder, and the referee will
get the suggestion of a simple word. The players will say the word in
unison, spell one letter at a time as fast as they can, then repeat the
word. After the word is spelled, the referee will have them use it in a
sentence, the players will again repeat the word, speak the sentence one
word at a time, and once more, repeat the word. This continues and
repeats with the referee getting increasingly difficult words. Rather than
having the players use the word in a sentence each time, the referee may
ask them to define it, give country of origin, synonyms of the word, or
anything else they choose. If a word is spelled incorrectly, the players will
not acknowledge it and keep going.
Variations on this Game
●
May be played with a volunteer player.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
113,SPORK RIVER,Team Games,Catch-All Games,135,135,135,spork-river,“The players will share stories of the characters and the relationships in a small town.”,"The referee will get the name of a made-up town. One by one the players will step on the field introduce themselves, and give a little information about the town and its residents, the freeze in pose. After all players have gone, one at a time the players will unfreeze, telling more of the story of the town’s residents, then freezing again. No players may be unfrozen or talking at the same time.",Spoon River; Our Town,,"●
May be played head-to-head.
●
May be played with the suggestion of an event instead of a location.
●
May be played with this being the story of how players all died, once they die in the story the players lie down dead for the rest of the game.",3,,,Auto-extracted - needs human spot check,"<h1>SPORK RIVER</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will share stories of the characters and the relationships in a small town.”</p></blockquote>

<h2>Description</h2>
<p>The referee will get the name of a made-up town. One by one the players will step on the field introduce themselves, and give a little information about the town and its residents, the freeze in pose. After all players have gone, one at a time the players will unfreeze, telling more of the story of the town’s residents, then freezing again. No players may be unfrozen or talking at the same time.</p>

<h2>Alternate Names</h2>
<p>Spoon River; Our Town</p>

<h2>Variations</h2>
<ul>
<li>May be played head-to-head.</li>
<li>May be played with the suggestion of an event instead of a location.</li>
<li>May be played with this being the story of how players all died, once they die in the story the players lie down dead for the rest of the game.</li>
</ul>","SPORK RIVER
“The players will share stories of the characters and the relationships in a
small town.”
The referee will get the name of a made-up town. One by one the players
will step on the field introduce themselves, and give a little information
about the town and its residents, the freeze in pose. After all players
have gone, one at a time the players will unfreeze, telling more of the
story of the town’s residents, then freezing again. No players may be
unfrozen or talking at the same time.
Alternate Names: Spoon River; Our Town
Variations on this Game
●
May be played head-to-head.
●
May be played with the suggestion of an event instead of a
location.
●
May be played with this being the story of how players all died,
once they die in the story the players lie down dead for the rest
of the game.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
114,STUDIO AUDIENCE,Team Games,Catch-All Games,136,136,136,studio-audience,“The players will perform a scene before a live studio audience.”,"The referee sections off the audience into three sections, each will have a specific job when they are pointed at. One section will laugh when pointed at, another will applaud and cheer, and the third will say “Aaawww”. The referee then gets a suggestion for the game and the players begin a neutral scene. Whenever the players want to, the will point to a section of the audience, and they will respond appropriately.",,,"●
May be played with the referee or a volunteer player conducting the audience’s response.",1,,,Auto-extracted - needs human spot check,"<h1>STUDIO AUDIENCE</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will perform a scene before a live studio audience.”</p></blockquote>

<h2>Description</h2>
<p>The referee sections off the audience into three sections, each will have a specific job when they are pointed at. One section will laugh when pointed at, another will applaud and cheer, and the third will say “Aaawww”. The referee then gets a suggestion for the game and the players begin a neutral scene. Whenever the players want to, the will point to a section of the audience, and they will respond appropriately.</p>

<h2>Variations</h2>
<ul>
<li>May be played with the referee or a volunteer player conducting the audience’s response.</li>
</ul>","STUDIO AUDIENCE
“The players will perform a scene before a live studio audience.”
The referee sections off the audience into three sections, each will have
a specific job when they are pointed at. One section will laugh when
pointed at, another will applaud and cheer, and the third will say
“Aaawww”. The referee then gets a suggestion for the game and the
players begin a neutral scene. Whenever the players want to, the will
point to a section of the audience, and they will respond appropriately.
Variations on this Game
●
May be played with the referee or a volunteer player conducting
the audience’s response.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
115,SUPERHERO EULOGY,Team Games,Catch-All Games,137,137,137,superhero-eulogy,"“A true hero has died, and to speak tonight we have brought some of their closest friends and family.”","The referee will get the suggestion of a made-up superhero, and the players begin to grieve as if at a wake. One by one, the players will step to the front of the field, introduce themself, connection to the hero, and share a story. The characters can be sidekicks, partners, the mayor, a villain, etc.",,,"●
May be played with an existing fictional character. (Called “Fictional Eulogy”)
●
May be played head-to-head.",2,Fictional Eulogy,,Auto-extracted - needs human spot check,"<h1>SUPERHERO EULOGY</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“A true hero has died, and to speak tonight we have brought some of their closest friends and family.”</p></blockquote>

<h2>Description</h2>
<p>The referee will get the suggestion of a made-up superhero, and the players begin to grieve as if at a wake. One by one, the players will step to the front of the field, introduce themself, connection to the hero, and share a story. The characters can be sidekicks, partners, the mayor, a villain, etc.</p>

<h2>Variations</h2>
<ul>
<li>May be played with an existing fictional character. (Called “Fictional Eulogy”)</li>
<li>May be played head-to-head.</li>
</ul>","SUPERHERO EULOGY
“A true hero has died, and to speak tonight we have brought some of their
closest friends and family.”
The referee will get the suggestion of a made-up superhero, and the
players begin to grieve as if at a wake. One by one, the players will step
to the front of the field, introduce themself, connection to the hero, and
share a story. The characters can be sidekicks, partners, the mayor, a
villain, etc.
Variations on this Game
●
May be played with an existing fictional character. (Called
“Fictional Eulogy”)
●
May be played head-to-head.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
116,TAKE MY PANTS,Team Games,Catch-All Games,138,138,138,take-my-pants,"(Start of the game) “The players will play a setup scene, and I will be back to explain the rest in a moment.”
(After getting the style suggestions) “Now the players will replay the scene, but one player’s character knows they have done the scene before.”","The referee gets a suggestion for the game, and the players begin with a neutral scene. After the scene is done, the referee will choose a player to be the Groundhog, who relives the scene. The first replay is the first time they have lived through it, the second time is a number less than 50, and the final time is any number at all. These numbers are provided by the audience.",Groundhog’s Replay,,,0,,,Auto-extracted - needs human spot check,"<h1>TAKE MY PANTS</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>(Start of the game) “The players will play a setup scene, and I will be back to explain the rest in a moment.”<br>(After getting the style suggestions) “Now the players will replay the scene, but one player’s character knows they have done the scene before.”</p></blockquote>

<h2>Description</h2>
<p>The referee gets a suggestion for the game, and the players begin with a neutral scene. After the scene is done, the referee will choose a player to be the Groundhog, who relives the scene. The first replay is the first time they have lived through it, the second time is a number less than 50, and the final time is any number at all. These numbers are provided by the audience.</p>

<h2>Alternate Names</h2>
<p>Groundhog’s Replay</p>","TAKE MY PANTS
(Start of the game) “The players will play a setup scene, and I will be back to
explain the rest in a moment.”
(After getting the style suggestions) “Now the players will replay the scene,
but one player’s character knows they have done the scene before.”
The referee gets a suggestion for the game, and the players begin with a
neutral scene. After the scene is done, the referee will choose a player to
be the Groundhog, who relives the scene. The first replay is the first time
they have lived through it, the second time is a number less than 50, and
the final time is any number at all. These numbers are provided by the
audience.
Alternate Names: Groundhog’s Replay",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
117,THREE MONKEYS,Team Games,Catch-All Games,139,139,139,three-monkeys,"“The players will perform a scene; however, one player will be blindfolded, one cannot speak, and one will not be listening to any of the other players.”","The referee will get a suggestion for the game, and the players will begin a neutral scene, however one player will be blindfolded or have their eyes closed, one player will not speak or have tape over their mouth, and the third will act as though they can’t hear any of the other players or have in noise cancelling headphones.",,,,0,,,Auto-extracted - needs human spot check,"<h1>THREE MONKEYS</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will perform a scene; however, one player will be blindfolded, one cannot speak, and one will not be listening to any of the other players.”</p></blockquote>

<h2>Description</h2>
<p>The referee will get a suggestion for the game, and the players will begin a neutral scene, however one player will be blindfolded or have their eyes closed, one player will not speak or have tape over their mouth, and the third will act as though they can’t hear any of the other players or have in noise cancelling headphones.</p>","THREE MONKEYS
“The players will perform a scene; however, one player will be blindfolded, one
cannot speak, and one will not be listening to any of the other players.”
The referee will get a suggestion for the game, and the players will begin
a neutral scene, however one player will be blindfolded or have their
eyes closed, one player will not speak or have tape over their mouth, and
the third will act as though they can’t hear any of the other players or
have in noise cancelling headphones.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
118,TOOTS MCGOOTS,Team Games,Catch-All Games,140,140,140,toots-mcgoots,"“The players will be performing and scene, and every so often there will be a fart noise. Whenever a player begins to laugh, one of their teammates will rotate in.”","The referee gets a suggestion for the game, and two players begin a very serious scene. Whenever the announcer wants they will make a fart noise, during which the players must stop speaking and allow tension to build. Whenever a player begins to laugh, a new player assumes their role. If they do not laugh, play continues as if nothing happened.",The Fart Game,,"●
May be played head-to-head, with one player from each team starting the scene.",1,,,Auto-extracted - needs human spot check,"<h1>TOOTS MCGOOTS</h1>

<h2>Category</h2>
<p>Catch-All Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will be performing and scene, and every so often there will be a fart noise. Whenever a player begins to laugh, one of their teammates will rotate in.”</p></blockquote>

<h2>Description</h2>
<p>The referee gets a suggestion for the game, and two players begin a very serious scene. Whenever the announcer wants they will make a fart noise, during which the players must stop speaking and allow tension to build. Whenever a player begins to laugh, a new player assumes their role. If they do not laugh, play continues as if nothing happened.</p>

<h2>Alternate Names</h2>
<p>The Fart Game</p>

<h2>Variations</h2>
<ul>
<li>May be played head-to-head, with one player from each team starting the scene.</li>
</ul>","TOOTS MCGOOTS
“The players will be performing and scene, and every so often there will be a
fart noise. Whenever a player begins to laugh, one of their teammates will
rotate in.”
The referee gets a suggestion for the game, and two players begin a very
serious scene. Whenever the announcer wants they will make a fart
noise, during which the players must stop speaking and allow tension to
build. Whenever a player begins to laugh, a new player assumes their
role. If they do not laugh, play continues as if nothing happened.
Alternate Names: The Fart Game
Variations on this Game
●
May be played head-to-head, with one player from each team
starting the scene.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
